id,question,options,answer
5273989d-4eb5-475f-96e6-2b611be8fcba-94193,একটি রোধ কুণ্ডলীকে তরলে নিমজ্জিত করে এর ভেতর দিয়ে 1 A তড়িৎপ্রবাহ 1 মিনিট চালনা করলে 240g তরলের তাপমাত্রা 50°C বৃদ্ধি পায়। রোধ কুণ্ডলীর দুই প্রান্তের বিভব পার্থক্য কত? তরলের আপেক্ষিক তাপ 1680 Jkg-1K-1। এক্ষেত্রে উৎপন্ন তাপের 25% বিকিরণ পদ্ধতিতে অপচয় হয়।,['448 V' '440 V' '220 V' '110 V'],A
6670d5c4-1a0d-4398-9b70-8214762999f3-10727,"মিটারে প্রকাশিত একটি বস্তুর অবস্থান x(t) = 16t - 3t3, যেখানে সময় t সেকেন্ডে প্রকাশিত। বস্তুটি ক্ষনিকের জন্য স্থিতাবস্থায় থাকে যখন t এর মান-",['7.30s ' '5.30s ' '1.30s ' '0.75s '],C
d9514e67-fb09-4e5d-9239-6913b201dd3e-6424,9 ওহম রোধের একটি তামার তারকে আয়তন অপরিবর্তিত রেখে তিনগুণ লম্বা করা হলে এই অবস্থায় তারটির রোধ কত হবে?,['3 ওহম' '9 ওহম' '81 ওহম' '27 ওহম'],C
46b80c23-e6ca-4eff-a2e6-8a801cb4372d-41999,একটি কক্ষের দেওয়ালে একটি দর্পণ ঝোলানো আছে। কক্ষের মধ্যস্থলে দাঁড়িয়ে একজন দর্শক তার পিছনের সম্পূর্ণ দেওয়াল দেখতে চাইলে দর্পণের উচ্চতা দেয়ালের উচ্চতার-,"['এক চতুর্থাংশ হতে হবে' 'এক তৃতীয়াংশ হতে হবে' 'অর্ধেক হতে হবে'
 'এক পঞ্চমাংশ হতে হবে']",B
93a74dd2-85d4-4da3-b6d4-360255055c3f-142475,20 m/s বেগে চলমান 1000 kg ভরের একটি ট্রাক 1500 kg ভরের একটি স্থির ট্রাককে ধাক্কা দিয়ে একসাথে যুক্ত হয়ে যে বেগে চলতে থাকবে।,['12 m/s' '10 m/s' '8 m/s' '7.5 m/s'],C
75421afd-0a8c-4f76-81f5-b4edc61b4603-38166,মানুষকে মরতেই হবে।' The correct translation is-,['All man must die.' 'Mens must die.' 'Man should die.' 'Man must die.'],D
056c7ab4-174d-4931-ba35-ceafc3ce0934-891,গ্যাসের গতিতত্ত্ব অনুসারে 0K তাপমাত্রায় গ্যাসের গতিশক্তি হবে -,['সর্বাধিক' 'সর্বনিম্ন' 'মাঝামাঝি' 'শূন্য'],D
73befd85-7109-4f32-8c82-0a698a7f19e8-79518,কাসেম পদার্থবিজ্ঞান বিভাগের 100Ω রোধের একটি বৈদ্যুতিক হিটার 160V বিস্তার এবং প্রায় 60 Hz কম্পাঙ্কের একটি এসি উৎসের সাথে সংযুক্ত করে। এসি উৎসের গড় ভোল্টেজের মান নির্ণয় করো।,['320 V' '220.5V' '80 V' '101.92 V'],D
baa2347f-af0d-40fa-bb32-7fe973c9c0d8-86604,পূর্ণতরঙ্গ একমুখীকরণ ব্রীজ বর্তনীতে একটি ডায়োড অপসারণ করা হলে আউটপুট সংকেত কীরূপ হবে?,"['অপরিবর্তিত থাকবে' 'শুধুমাত্র ধনাত্মক অর্ধতরঙ্গ পাওয়া যাবে'
 'শুধুমাত্র ঋনাত্মক অর্ধতরঙ্গ পাওয়া যাবে '
 'ধনাত্মক অথবা ঋণাত্মক অর্ধতরঙ্গ পাওয়া যাবে']",D
7d1d6caa-c90e-44d2-90c2-5ea6df3a9219-78172,300 m উঁচু থেকে পড়ন্ত কোনো বস্তু ভূমি থেকে কতটুকু উপরে থাকলে স্থিতিশক্তি গতিশক্তির দুই-তৃতীয়াংশ হবে?,['120 m' '160 m' '133.33 m' '200 m'],A
545455d4-08f3-4d0e-ba71-c42b6343c4f2-41705,কোনো হাইগ্রোমিটারের শুষ্ক বাল্বের পাঠ 35oC ও শিশিরাঙ্ক 27.5∘হলে সিক্ত বাল্বের পাঠ কত? [35oC তাপমাত্রায় গ্লেইসারের রাশির মান 1.5],['20oC' '30oC' '25oC' '27.5oC'],B
145a640f-dea7-432c-b06b-ffb2a7dc2f23-44362,কোনো গাড়ির বেগ 3 গুণ করলে গাড়িটিকে থামানোর দূরত্ব কত গুণ করতে হবে?,['1/3 গুণ' '3 গুণ' '9 গুণ' '6 গুণ'],C
a9852a93-3825-4898-b8fa-fd0b03c1252d-72405,"স্থিরাবস্থা থেকে যাত্রা শুরু করে একটি বস্তু প্রথম সেকেন্ডে 2m দূরত্ব অতিক্রম করে, পরবর্তী 2m দূরত্ব অতিক্রম করতে কত সময় লাগবে?",['0.41 sec' '1.0 sec' '1.41 sec' '2.0 sec'],A
6351a789-0096-4861-bcac-54e0d2e86996-17952,এক্সরে -এর জন্য কোনটি সঠিক নয়?,"['এটি একটি বিন্দুতে একিভূত করা যায়'
 'এটি তড়িৎ ক্ষেত্র দিয়ে বিচ্যুত হয় না'
 'এটি চুম্বক ক্ষেত্র দিয়ে বিচ্যুত হয় না' 'এটির কোন চার্জ নেই']",A
32eacf05-6940-4e5b-bc9b-fbbd5733177e-1838,কোন গেটের ক্ষেত্রে সবগুলো ইনপুট সক্রিয়া হলেও কোন আউটপুট পাওয়া যাবে না ?,['NAND' 'NOR' 'X-OR' 'X-NOR'],D
0d432d6d-37be-46b8-899a-c096e023b2db-36348,"দুটি ভেক্টর→P,→QP→,Q→ এর লব্ধি→RR→ এর মান কত?","['সর্বদা R = P + Q' 'সর্বদা R < P + Q' 'সর্বদা R > P ~ Q'
 'P ~ Q ≤ R ≤ P + Q']",D
d05a3457-8329-4fdb-897b-25ba4a13d7a2-114896,কোন লেন্সটি স্বল্প দৃষ্টি প্রতিকারের জন্য ব্যবহার করা হয়?,['সমতল' 'উত্তর অবতল' 'অবতল' 'উত্তল'],C
1801be97-31a9-437d-a3ec-1fe01f94d158-64195,বস্তুর কিনারা ঘেঁষে আলোর খানিকটা বেঁকে যাওয়াকে কী বলে?,['সমবর্তন' 'অপবর্তন' 'ব্যতিচার' 'বিচ্ছুরণ'],B
8b4f9aac-046c-4adb-ba42-92e246d065dd-128956,কোনটির এক্স-রে এর একক?,['নিউটন' 'জুল' 'রঞ্জেন' 'ভোল্ট'],C
63a1630e-a1f7-41d3-bfde-93dd93a0c021-66388,100 ওয়াটের একটি বৈদ্যুতিক বাতি প্রতিদিন 10 ঘন্টা করে চলে। প্রতি একক বৈদ্যুতিক শক্তির মুল্য 1.50 টাকা হলে 30 দিনে খরচ হবে–,['100 Tk' '150 Tk' '45 Tk' '50 Tk'],C
69bdf4d6-42c5-4fb7-ae3c-8941ac8257a0-74567,সাধারণ ইমিটার বর্তনীতে অন্তর্গামী ও বহির্গামী সংকেতের দশা পার্থক্য কত?,['00' '1800' '900' '450'],B
ccd9ae49-9b25-41be-97a3-14632fe9a9ce-45362,C/√2 বেগে চলমান mo স্থির ভরের কোনো কনার ভরবেগ কোনটি? ,['moC' 'mo/c' 'moC2' 'moC/√2'],A
e8684a1c-a79d-4978-a7eb-8f64e184883a-1745,সূর্যের শক্তির উৎস কী?,['কোনটিই নয়' 'ফিউশন' 'ফিশন' 'তেজস্ক্রিয়তা'],B
d61074ae-eb81-431c-acc1-3afbf964c149-136316,একটি গ্যাস অণুর ব্যাস 2 × 10-10 এবং প্রতি ঘনসেন্টিমিটারে,['3×10-3cm' '3×10-4 cm' '3×10-5 cm' '6×10-6 cm'],C
545ed886-b5d8-4975-aa7b-f4f01a12210f-63233,100 m3 বায়ুতে 4kg জলীয় বাষ্প থাকলে পরম আর্দ্রতা কত?,['0.04 kgm3' '0.4kgm-3' '400 kgm3' '0.04 kgm-3'],D
8dedfeaf-c6fd-43e8-bec2-399d7627b5ed-39887,একটি টাংস্টেন বাতির ক্ষেত্রফল 0.3 cm2। এটি প্রতি সেকেন্ডে 3000 K তাপমাত্রায় আলো ছড়াচ্ছে। বিকিরিত শক্তির হার কত?,['138.51 W' '356.62 W' '46.17 W' '342.19 W'],A
6b35bc29-7328-4f15-909b-d8bd9d0be1c7-105680,ঘড়ির কাঁটার গতিকে যেই গতির উদাহরণ হিসেবে চিহ্নিত করা হয়-,['চলন-ঘূর্ণন গতি' 'বক্র-চলন গতি' 'ঘূর্ণন গতি' 'পর্যাবৃত্ত গতি'],D
06f02b05-da23-4d1e-be03-87fd1d4150a5-115895,ওষুধের কারখানায় জীবাণু ধ্বংসের ক্ষেত্রে শক্তির কিরূপ রূপান্তর ঘটে?,"['বিদ্যুৎ শক্তি থেকে যান্ত্রিক শক্তি' 'যান্ত্রিক শক্তি থেকে তাপ শক্তি'
 'শব্দ শক্তি থেকে যান্ত্রিক শক্তি' 'বিদ্যুৎ শক্তি থেকে চুম্বক শক্তি']",C
86abaf7c-3e97-4def-bc8f-c357ae1e2d02-2934,মাইকেলসন মর্লির পরীক্ষার সিদ্ধান্ত কোনটি?,"['গ্যালিলিও রূপান্তর সঠিক' 'আলোর বেগ একটি আপেক্ষিক রাশি'
 'এই মহাবিশ্বে ইথারের উপস্থিতি আছে'
 'আলোর বেগ উৎস বা পর্যবেক্ষণ বা মাধ্যমের গতির উপর নির্ভর করে না']",D
1bf4a12e-0a5f-4f89-8cf1-a3362df9764f-118906,নিচের কোনটির বিদ্যুৎ পরিবাহিতা তাপমাত্রা বৃদ্ধির সাথে সাথে বৃদ্ধি পাবে?,['Al' 'Fe' 'Ag' 'Si'],D
003d2cf3-6c46-484d-b4de-fbf2f246d1bf-51187,দুটি ভেক্টর রাশির মান যথাক্রমে 10 ও 15 একক। এরা লম্ভভাবে অবস্থান করলে এদের গুণফল কত?,['100' '125' '150' '200'],C
d0bf68c7-7cc7-46da-b1e2-18ce7482017b-64426,নিচের কোনটির পৃষ্ঠের gravitational intensity সবচেয়ে বেশি?,['বুধ' 'চন্দ্র' 'পৃথিবী' 'বৃহস্পতি'],D
92ece60b-70c8-409e-ad26-ee12b9714e10-87583,"2 kg ভরের একটি v বেগে গতিশীল বস্তু অপর একটি স্থির বস্তুকে আঘাত করল। সংঘর্ষের পর উভয় বস্তু v4v4 বেগে গতিশীল থাকলে, প্রথমে স্থির থাকা বস্তুটির ভর কত?",['1.2 kg' '8 kg' '6 kg' '3 kg'],C
e414007e-95b4-4ac5-aebf-44f6eb02aa0e-41294,"যখন আলো প্রতিসৃত হয়, তখন নিম্নের কোনটি পরিবর্তিত হয় না?",['তরঙ্গ দৈর্ঘ্য' 'কম্পাঙ্ক' 'বেগ' 'বিস্তার'],D
07f10c87-1cef-483f-9789-d1fed4413a85-59497,কোনটি কৌণিক বেগের একক?,['rad/s' 'rad/s2' 'm/s' 'rad'],A
2fac9549-5318-4fa0-9fcf-3854cde69991-92660,p-n জাংশনের সংযোগ স্থলে ডিপ্লেশন স্তরের সৃষ্টির কারণ-,['হোলের তাড়ন' 'ইলেক্ট্রনের তাড়ন' 'আধান বাহকের ব্যাপন' 'অপদ্রব আয়ন'],C
1d712fc1-5a55-4ecd-ac55-19218732a426-61993,ক্যাথোড রশ্মি কি? ,['প্রোটন ' 'নিউট্রন ' 'ইলেকট্রন ' 'বোসন '],C
18880ab1-414b-4449-8816-113df6ec2f46-86703,কোনটির উপর মুক্তি কম্পাঙ্ক নির্ভর করেনা?,['বস্তুর আপেক্ষিকতা' 'বস্তুর ঘনত্ব' 'বস্তুর আকৃতি' 'বস্তুর স্থিতিস্থাপকতা'],A
c9a1a75d-f073-4e9e-b745-661cf0c7bcb7-64718,দৃশ্যমান বর্ণালীর তরঙ্গদৈর্ঘ্যের বিস্তৃতি-,['2000-4000 A°' '4000-8000 A°°' '8000-14000 A°' '14000-22000 A°'],B
5d04e758-2217-47c6-b782-07c80b2c91ec-77951,কোনো আদর্শ গ্যাসের তাপমাত্রা 120K থেকে 480K এ উন্নীত করা হলো। যদি 120K এ মূল গড় বর্গবেগ v হয় তবে 480K এ তা হবে-,['4v' '2v' 'v/2' 'v/4'],B
